"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2016-02-29,74783,"38355","TN",,"Gibson","Medina",9607,123100,-0.00323886639676113,-0.00965406275140788,-0.029179810725552,0.0121267970748751,0.0112233130152559,"2015-01","2015-Q1",127200,-0.0322327044025157,"2014-05"
2016-02-29,59164,"03598","NH","Berlin","Coos","Town of Whitefield",9608,226400,-0.00919037199124726,-0.00395952485701716,0.12636815920398,0.0265484123871991,-0.0141588205258623,"2006-04","2006-Q2",264200,-0.143073429220288,"2004-06"
2016-02-29,84527,"60476","IL","Chicago","Cook","Thornton",9609,103300,0.0029126213592233,0.00682261208576998,0.133918770581778,0.0137120328423832,-0.0284053597109815,"2006-09","2006-Q3",142400,-0.274578651685393,"2000-10"
2016-02-29,86558,"64720","MO","Kansas City","Bates","Adrian",9610,120800,0.00165837479270315,0.00834724540901502,0.0559440559440559,-0.000660939110356695,0.0129645379247016,"2012-02","2012-Q1",130400,-0.0736196319018405,"2011-12"
2016-02-29,62908,"13033","NY","Auburn","Cayuga","Ira",9611,90900,-0.00547045951859956,-0.0236305048335124,-0.00872410032715376,-0.00131492894194507,0.00697062835520401,"2010-02","2010-Q1",100100,-0.0919080919080919,"2009-08"
2016-02-29,64198,"15626","PA","Pittsburgh","Westmoreland","Delmont",9612,149500,0.00201072386058981,0.00605652759084791,0.0491228070175439,0.0235112661018508,0.0136851121007584,"2016-02","2016-Q1",149500,0,"2016-02"
2016-02-29,78832,"47923","IN",,"White","Brookston",9613,114700,-0.00692640692640693,-0.0103537532355479,0.0123565754633716,0.0313402803290352,0.00622352270635562,"2015-07","2015-Q3",117000,-0.0196581196581197,"2015-06"
2016-02-29,74404,"37656","TN","Johnson City","Washington","Fall Branch",9614,107900,0,0.000927643784786642,-0.0128087831655993,0.00412849472832999,0.0176286482018428,"2014-10","2014-Q4",111800,-0.0348837209302326,"2014-05"
2016-02-29,81395,"53574","WI","Madison","Green","New Glarus",9615,180300,0.00838926174496644,0.0157746478873239,0.00951847704367301,0.0240493328224858,0.00466549237576386,"2014-02","2014-Q1",190000,-0.0510526315789474,"2013-12"
2016-02-29,76688,"43447","OH","Toledo","Wood","Millbury",9616,121800,0.00246913580246914,0.00661157024793388,0.0252525252525253,0.0122610682742037,-0.00883279662528769,"2006-05","2006-Q2",135600,-0.101769911504425,"2004-05"
2016-02-29,59053,"03223","NH","Claremont","Grafton","Campton",9617,147300,-0.00135593220338983,-0.00472972972972973,-0.00674308833445718,0.00177451294002662,-0.0183110491544836,"2006-12","2006-Q4",185300,-0.205072854830005,"2004-06"
2016-02-29,67061,"21817","MD","Salisbury","Somerset","Crisfield",9618,68700,-0.0143472022955524,-0.0445062586926286,-0.207612456747405,-0.0743621257621779,-0.0571150499843762,"2006-04","2006-Q2",124300,-0.447304907481899,"2003-12"
2016-02-29,92418,"78373","TX","Corpus Christi","Nueces","Port Aransas",9619,288400,0.00592954307638647,0.00522830254444057,0.0705270972531552,0.050716068600333,0.0409833774632016,"2016-02","2016-Q1",288400,0,"2016-02"
2016-02-29,93264,"80135","CO","Denver","Douglas","Sedalia",9620,500900,0.00744167337087691,0.0239165985282093,0.126377333033506,0.0734698593185825,0.029673549568288,"2016-02","2016-Q1",500900,0,"2016-02"
2016-02-29,66655,"20833","MD","Washington","Montgomery","Brookeville",9621,525000,-0.00190114068441065,-0.0069982977113675,-0.0190582959641256,0.0129862229496589,-0.0160174109402321,"2006-04","2006-Q2",620000,-0.153225806451613,"2004-11"
2016-02-29,62225,"11749","NY","New York","Suffolk","Islandia",9622,272700,0.000366837857666911,-0.0253752680486061,-0.103844889911272,-0.00240282375947831,-0.0330165090230992,"2007-02","2007-Q1",389100,-0.299151888974557,"2003-03"
2016-02-29,60871,"07930","NJ","New York","Morris","Chester Township",9623,601100,0.00317089452603471,0.00957339603627813,-0.000332612672542824,0.00184009274375185,-0.0220834990215228,"2006-06","2006-Q2",755600,-0.204473266278454,"2003-10"
2016-02-29,72849,"33838","FL","Lakeland","Polk","Dundee",9624,100500,0.00199401794616152,0.0151515151515152,0.060126582278481,0.0651540362947582,-0.036193069801839,"2006-08","2006-Q3",159400,-0.369510664993726,"2005-01"
2016-02-29,71843,"32180","FL","Daytona Beach","Volusia","Pierson",9625,149700,0.0114864864864865,0.0190605854322668,0.0114864864864865,0.00765430323157656,-0.0292302533031105,"2006-09","2006-Q3",210800,-0.289848197343454,"2004-10"
2016-02-29,81350,"53523","WI","Watertown","Jefferson","Lake Ripley",9626,223800,-0.00267379679144385,0.0017905102954342,0.0616698292220114,0.0360286419173221,0.0117632071741871,"2015-12","2015-Q4",224700,-0.00400534045393859,"2015-12"
2016-02-29,82072,"55055","MN","Minneapolis-St Paul","Washington","Newport",9627,167700,0.000596658711217184,0.0017921146953405,-0.0146886016451234,0.023516035031538,-0.0177051467379691,"2007-06","2007-Q2",207200,-0.190637065637066,"2002-12"
2016-02-29,72937,"33956","FL","Fort Myers","Lee","Saint James City",9628,333500,0.00270595309681299,0.0124468731026108,0.0905820797907129,0.0568054965364073,-0.0455905066761808,"2006-01","2006-Q1",541400,-0.384004432951607,"2004-06"
2016-02-29,77338,"44824","OH","Sandusky","Erie","Castalia",9629,131200,0.00305810397553517,0.0123456790123457,0.00305810397553517,0.047562875622859,-0.00395234266417277,"2003-12","2003-Q4",137300,-0.0444282592862345,"2003-05"
2016-02-29,76700,"43465","OH","Toledo","Wood","Walbridge",9630,104100,0.000961538461538462,-0.000959692898272553,0.0038572806171649,0.016332700658519,-0.0105947351543699,"2006-03","2006-Q1",116100,-0.103359173126615,"2002-10"
2016-02-29,97477,"93921","CA","Salinas","Monterey","Carmel",9631,1543000,0.000778311064988974,-0.00656708730363121,-0.0382697581650461,0.086927193447057,-0.00826955354332881,"2006-04","2006-Q2",1693100,-0.0886539483787136,"2005-04"
2016-02-29,77422,"45053","OH","Cincinnati","Butler","Okeana",9632,231800,0.00433275563258232,0.0117852466171977,0.0279379157427938,0.0255787483853114,-0.00259417793001626,"2006-02","2006-Q1",237900,-0.0256410256410256,"2005-12"
2016-02-29,77608,"45347","OH",,"Preble","New Paris",9633,75000,0.00401606425702811,0.0107816711590297,-0.0683229813664596,-0.00264553972557358,-0.0249914733770447,"2006-07","2006-Q3",98100,-0.235474006116208,"1999-09"
2016-02-29,79544,"49056","MI","Kalamazoo","Van Buren","Grand Junction",9634,101400,-0.00685602350636631,-0.0315186246418338,-0.0305927342256214,0.0315817396791076,0.00270245954993342,"2014-09","2014-Q3",108000,-0.0611111111111111,"2013-12"
2016-02-29,61159,"08735","NJ","New York","Ocean","Lavallette",9635,498100,0.00626262626262626,0.018192968111202,0.040091877218626,-0.0269479169510943,-0.0294006649340773,"2006-04","2006-Q2",675300,-0.262401895453872,"2004-03"
2016-02-29,73393,"35223","AL","Birmingham","Jefferson","Mountain Brook",9636,483800,0.00290215588723051,0.0104427736006683,0.0651695288419199,0.0255323526956872,0.0100640911236021,"2016-02","2016-Q1",483800,0,"2016-02"
2016-02-29,95760,"89021","NV","Las Vegas","Clark","Logandale",9637,229200,0.00482244629548444,0.0264218540080609,0.076561766087365,0.021275884686045,-0.0404586980576451,"2006-08","2006-Q3",383700,-0.402658326817826,"2004-04"
2016-02-29,92641,"78730","TX","Austin","Travis","Austin",9638,604300,0.00867968619596061,-0.012097433382377,0.00767050191762548,0.032497652807723,0.0266159140490621,"2012-01","2012-Q1",638000,-0.0528213166144201,"2011-12"
2016-02-29,63923,"15140","PA","Pittsburgh","Allegheny","Pitcairn",9639,51700,0.00388349514563107,0.034,0.0402414486921529,-0.00457859758720747,-0.00988544805780811,"2008-06","2008-Q2",60700,-0.14827018121911,"2005-03"
2016-02-29,90935,"75473","TX","Paris","Lamar","Powderly",9640,127300,-0.00235109717868339,0.00473559589581689,0.0724515585509688,-0.0106488152026818,,"2010-04","2010-Q2",161600,-0.212252475247525,
2016-02-29,82894,"56514","MN","Fargo","Clay","Barnesville",9641,162900,0,-0.00488698839340257,0.00493522516964837,0.00973142694078333,0.0143985944017337,"2015-05","2015-Q2",167400,-0.0268817204301075,"2015-03"
2016-02-29,79622,"49236","MI","Adrian","Lenawee","Clinton",9642,149600,-0.00133511348464619,0.00740740740740741,-0.00200133422281521,0.050386536208324,-0.0100497730521987,"2005-05","2005-Q2",171400,-0.127187864644107,"2002-03"
2016-02-29,61985,"11023","NY","New York","Nassau","Great Neck",9643,1022000,-0.000977517106549365,0.0113805047006432,0.0176242158717515,0.0401014292923441,0.00185838474904587,"2006-08","2006-Q3",1037700,-0.0151296135684687,"2006-06"
2016-02-29,78430,"47106","IN","Louisville/Jefferson County","Clark","Borden",9644,143200,0.00561797752808989,0.0250536864710093,0.0662695457930007,0.0255969782787797,,"2016-02","2016-Q1",143200,0,"2016-02"
2016-02-29,72059,"32550","FL","Crestview-Fort Walton Beach-Destin, FL","Walton","Miramar Beach",9645,346200,0.00173611111111111,0.00522648083623693,0.0294380017841213,0.0473544464904385,-0.0433752515390581,"2005-09","2005-Q3",546300,-0.366282262493136,"2004-04"
2016-02-29,63697,"14737","NY","Olean","Cattaraugus","Town of Franklinville",9646,67300,0.0105105105105105,0.0259146341463415,0.142614601018676,0.0168687080045919,0.00614630222425183,"2016-02","2016-Q1",67300,0,"2016-02"
2016-02-29,73597,"35759","AL","Huntsville","Madison","Meridianville",9647,160000,-0.00249376558603491,-0.00435594275046671,0.0243277848911652,-0.00625585726931355,0.00272798784489003,"2008-12","2008-Q4",172300,-0.0713871154962275,"2006-09"
2016-02-29,59143,"03470","NH","Keene","Cheshire","Town of Winchester",9648,136400,-0.00727802037845706,-0.0137382501807664,-0.072108843537415,0.00295863160085319,-0.011160096235505,"2008-01","2008-Q1",158600,-0.139974779319042,"2004-09"
2016-02-29,73325,"35116","AL","Birmingham","Jefferson","Morris",9649,143700,0.00139372822299652,0.00559832050384884,0.0512070226773958,0.0346437286062429,0.00898832324552856,"2016-02","2016-Q1",143700,0,"2016-02"
2016-02-29,78583,"47396","IN","Muncie","Delaware","Yorktown",9650,102400,-0.00485908649173955,-0.00194931773879142,0.0291457286432161,0.00355318864929877,-0.0156533279112009,"2005-06","2005-Q2",120000,-0.146666666666667,"2001-02"
2016-02-29,99355,"97535","OR","Medford","Jackson","Phoenix",9651,211600,0.00236854571293226,0.0158425348055689,0.0935400516795866,0.0388316452235355,-0.020312308671361,"2006-06","2006-Q2",263000,-0.195437262357414,"2004-11"
2016-02-29,71934,"32324","FL","Tallahassee","Gadsden","Chattahoochee",9652,48000,0.0147991543340381,0,-0.0163934426229508,-0.0708162617606145,-0.0291141931759173,"2009-12","2009-Q4",75300,-0.362549800796813,"2004-03"
2016-02-29,89993,"73179","OK","Oklahoma City","Oklahoma","Oklahoma City",9653,162400,-0.0163537250151423,-0.0292887029288703,0.0317662007623888,0.049250115109293,0.0271797354639955,"2015-11","2015-Q4",167300,-0.0292887029288703,"2015-06"
2016-02-29,69868,"28339","NC","Dunn","Harnett","Erwin",9654,80800,-0.00615006150061501,-0.0194174757281553,-0.0134310134310134,0.000495786064197201,0.0073424653482681,"2013-02","2013-Q1",86300,-0.0637311703360371,"2011-07"
2016-02-29,58200,"01005","MA","Worcester","Worcester","Town of Barre",9655,197000,0.00767263427109974,0.0207253886010363,0.0580021482277121,0.0149636861567193,-0.0183158297417298,"2006-04","2006-Q2",238000,-0.172268907563025,"2003-08"
2016-02-29,81577,"54136","WI","Appleton","Outagamie","Kimberly",9656,126200,0.00158730158730159,0.00637958532695375,0.0569514237855946,0.0154276119391201,0.00648535735787492,"2016-02","2016-Q1",126200,0,"2016-02"
2016-02-29,70427,"29365","SC","Spartanburg","Spartanburg","Lyman",9657,134200,0.00298953662182362,0.0105421686746988,0.0617088607594937,0.0313615466182302,0.0167149395800137,"2016-02","2016-Q1",134200,0,"2016-02"
2016-02-29,74859,"38544","TN","Cookeville","Putnam","Baxter",9658,125900,-0.00709779179810726,-0.00866141732283465,0.0430820215410108,0.020414669973903,0.0242246117450191,"2015-12","2015-Q4",127500,-0.0125490196078431,"2015-09"
2016-02-29,92427,"78383","TX","Corpus Christi","Nueces","Sandia",9659,144500,-0.00413507925568573,0.00347222222222222,0.147736298649722,0.0258317750125723,0.0293523459333518,"2015-08","2015-Q3",145400,-0.0061898211829436,"2015-07"
2016-02-29,78267,"46783","IN","Huntington","Huntington","Roanoke",9660,183300,0.00658978583196046,-0.0123922413793103,0.127306273062731,0.0413294068629084,0.0215526168604916,"2015-11","2015-Q4",185600,-0.0123922413793103,"2015-10"
2016-02-29,63512,"14416","NY","Batavia","Genesee","Town of Bergen",9661,123600,-0.00242130750605327,-0.0112,-0.0206022187004754,0.0179142007243864,0.0109011543360995,"2015-03","2015-Q1",126500,-0.0229249011857708,"2014-09"
2016-02-29,73048,"34229","FL","North Port-Sarasota-Bradenton, FL","Sarasota","Osprey",9662,447000,0.00607697501688049,0.0124575311438279,0.0825865827076774,0.0493633081583711,-0.0279170686721281,"2006-04","2006-Q2",597700,-0.252133177179187,"2004-11"
2016-02-29,66250,"20158","VA","Washington","Loudoun","Hamilton",9663,486200,0.0085044596556731,0.0186465535302745,0.0190735694822888,0.0404800170225006,-0.0207460477375022,"2006-01","2006-Q1",601700,-0.191956124314442,"2004-10"
2016-02-29,58563,"01951","MA","Boston","Essex","Newbury",9664,499400,0.00644901249496171,0.0271493212669683,0.0702957565366481,0.0379199222454618,0.00610732127329294,"2016-02","2016-Q1",499400,0,"2016-02"
2016-02-29,74454,"37742","TN","Knoxville","Loudon","Greenback",9665,139200,-0.00143472022955524,0.00432900432900433,0.0116279069767442,0.0145510236009609,0.0213428006012399,"2009-12","2009-Q4",140800,-0.0113636363636364,"2009-08"
2016-02-29,87853,"68102","NE","Omaha","Douglas","Omaha",9666,190900,-0.00985477178423236,-0.0077962577962578,0.0865110984632897,0.0235816931875061,,"2015-12","2015-Q4",193800,-0.0149638802889577,"2015-11"
2016-02-29,58569,"01969","MA","Boston","Essex","Town of Rowley",9667,441800,0.00317892824704814,0.0109839816933638,0.0434577231931979,0.0469103957682746,0.00109300648572996,"2016-02","2016-Q1",441800,0,"2016-02"
2016-02-29,71238,"30622","GA","Athens","Clarke","Bogart",9668,221400,0.00226346763241286,0.010036496350365,0.0477993374349266,0.0310620521774885,0.00449013479419547,"2007-12","2007-Q4",221700,-0.0013531799729364,"2007-11"
2016-02-29,58503,"01827","MA","Boston","Middlesex","Dunstable",9669,451200,0.00177619893428064,0.00849351810460438,0.0674237047551455,0.0275871761891546,0.00147465610293285,"2005-09","2005-Q3",460500,-0.0201954397394137,"2005-04"
2016-02-29,60796,"07756","NJ","New York","Monmouth","Ocean Grove",9670,449300,0.0185898889140784,0.0766834411694225,0.131738035264484,0.0141103418331865,-0.00284825748772721,"2006-08","2006-Q3",474200,-0.0525094896668073,"2005-12"
2016-02-29,78671,"47567","IN","Jasper","Pike","Petersburg",9671,75200,-0.00132802124833997,-0.0182767624020888,-0.0131233595800525,0.0273785502098813,-0.00275048293528557,"2005-11","2005-Q4",85600,-0.121495327102804,"2004-08"
2016-02-29,76979,"44072","OH","Cleveland","Geauga","Novelty",9672,245800,0,0.00122199592668024,0.0271625574592562,0.0210373512592978,-0.00567706113351629,"2007-05","2007-Q2",271300,-0.0939918908956874,"2004-07"
2016-02-29,68914,"26181","WV","Parkersburg","Wood","Washington",9673,139500,0.0108695652173913,0.029520295202952,0.0227272727272727,0.0395630527487572,0.0155102301337262,"2016-02","2016-Q1",139500,0,"2016-02"
2016-02-29,99100,"97133","OR","Portland","Washington","North Plains",9674,300100,0.00873949579831933,0.030209406110539,0.0493006993006993,0.0662072320409686,0.0181892158043717,"2016-02","2016-Q1",300100,0,"2016-02"
2016-02-29,61971,"10993","NY","New York","Rockland","West Haverstraw",9675,194600,0.00102880658436214,0,0,-0.0368610449232848,-0.0505194366296808,"2006-02","2006-Q1",326800,-0.40452876376989,"2002-08"
2016-02-29,79760,"49448","MI","Muskegon","Muskegon","Fruitport Township",9676,165100,0.0104039167686659,0.0248292985723153,0.125426039536469,0.0387783375620332,0.00415138035978857,"2016-02","2016-Q1",165100,0,"2016-02"
2016-02-29,62942,"13080","NY","Syracuse","Onondaga","Town of Elbridge",9677,117100,-0.0126475548060708,-0.0354200988467875,-0.0728424386381631,0.010211588487496,0.0170353781106363,"2015-06","2015-Q2",128200,-0.0865834633385335,"2013-12"
2016-02-29,99357,"97537","OR","Medford","Jackson","Rogue River",9678,181700,-0.00109950522264981,-0.00329127811300055,0.0329732802728823,0.0225871061820109,-0.0259735610670401,"2006-04","2006-Q2",238900,-0.239430724152365,"2005-01"
2016-02-29,62344,"12033","NY","Albany","Rensselaer","Schodack",9679,185800,-0.000537923614846692,0.00215749730312837,0.0130861504907306,-0.00798589329328081,-0.00128261682017627,"2008-09","2008-Q3",206800,-0.101547388781431,"2006-01"
2016-02-29,63081,"13354","NY","Utica","Oneida","Trenton",9680,132000,-0.00677200902934537,-0.0185873605947955,0.00994644223412395,0.0138942140146645,0.00627162046693641,"2014-02","2014-Q1",141400,-0.0664780763790665,"2012-08"
2016-02-29,62382,"12077","NY","Albany","Albany","Bethlehem",9681,260800,0.00153609831029186,0.00384911470361817,-0.0117468738158393,0.00185072210487958,-0.00219714051464281,"2006-06","2006-Q2",277200,-0.0591630591630592,"2005-12"
2016-02-29,77304,"44704","OH","Canton","Stark","Canton",9682,46500,0.0152838427947598,0.0568181818181818,0.0287610619469027,0.014362093408175,-0.0221933268606801,"2006-07","2006-Q3",62300,-0.253611556982344,"2002-06"
2016-02-29,76672,"43430","OH","Port Clinton, OH","Ottawa","Genoa",9683,102400,-0.000975609756097561,0.00688298918387414,-0.00871248789932236,0.0149014849400222,-0.0208363371309431,"2007-01","2007-Q1",130300,-0.214121258633922,"2001-04"
2016-02-29,74398,"37641","TN","Greeneville","Greene","Chuckey",9684,83100,-0.00240096038415366,-0.00479041916167665,-0.0107142857142857,0.0172209526523148,0.0140194204160566,"2014-10","2014-Q4",86800,-0.0426267281105991,"2014-05"
2016-02-29,63596,"14546","NY","Rochester","Monroe","Wheatland",9685,125300,0.000798722044728434,0.000798722044728434,-0.00476568705321684,0.00817770402238849,0.012191787306832,"2015-05","2015-Q2",126600,-0.0102685624012638,"2015-02"
2016-02-29,78470,"47161","IN","Louisville/Jefferson County","Harrison","New Salisbury",9686,121500,-0.00816326530612245,0.0158862876254181,0.0546875,0.00930786557839047,0.00292723985548005,"2005-11","2005-Q4",123700,-0.0177849636216653,"2005-03"
2016-02-29,66737,"21034","MD","Baltimore","Harford","Darlington",9687,230700,0.00347977381470204,0.0185430463576159,0.0336021505376344,-0.0161761445585872,-0.017376185173693,"2007-01","2007-Q1",288900,-0.201453790238837,"2005-01"
2016-02-29,89309,"72024","AR","Little Rock","Lonoke","Carlisle",9688,103300,0.00486381322957198,0.015732546705998,-0.00863723608445298,0.0321108588150953,0.0273119307075076,"2014-12","2014-Q4",106100,-0.0263901979264844,"2014-10"
2016-02-29,98156,"95379","CA","Sonora, CA","Tuolumne","Tuolumne",9689,191400,0.00156985871271586,-0.0046801872074883,0.174953959484346,0.0572427352034592,-0.0379445715496977,"2006-05","2006-Q2",282600,-0.322717622080679,"2004-02"
2016-02-29,98858,"96717","HI","Urban Honolulu, HI","Honolulu","Hauula",9690,569600,-0.00262651024338995,-0.0169140490162237,-0.00749259452866353,0.043214971310535,0.010520810078565,"2015-08","2015-Q3",597600,-0.0468540829986613,"2015-02"
2016-02-29,66607,"20754","MD","Washington","Calvert","Dunkirk",9691,407700,0.00221238938053097,0.0109099925613687,-0.000735294117647059,-0.00592698599560815,-0.0266619914406605,"2006-05","2006-Q2",539300,-0.244020025959577,"2004-07"
2016-02-29,78235,"46738","IN","Auburn","De Kalb","Garrett",9692,86500,0.00115740740740741,0.00464576074332172,0.0260972716488731,0.0227449004191289,-0.0107776788784821,"2006-09","2006-Q3",97600,-0.113729508196721,"2003-08"
2016-02-29,58845,"02655","MA","Cape Cod","Barnstable","Barnstable",9693,516900,0.00213260953858085,0.0103596559812353,0.0598728726676235,0.0337753086464423,-0.00478550497291852,"2005-04","2005-Q2",557800,-0.0733237719612764,"2004-08"
2016-02-29,67046,"21791","MD","Baltimore","Carroll","Union Bridge",9694,246700,-0.00242620299231702,-0.00484066155707947,-0.00684380032206119,0.0127998557712437,-0.0221702372312255,"2006-11","2006-Q4",312700,-0.211064918452191,"2004-10"
2016-02-29,77945,"46065","IN","Frankfort","Clinton","Rossville",9695,134200,0,0.0037397157816006,0.0813859790491539,0.0182452882226687,0.0080176138864918,"2015-12","2015-Q4",134300,-0.000744601638123604,"2015-12"
2016-02-29,84539,"60503","IL","Chicago","Kane","Aurora",9696,226400,0.00622222222222222,0.0184435447593342,0.0198198198198198,0.0218579869666786,-0.0165064819132639,"2006-06","2006-Q2",270800,-0.163958641063516,"2003-08"
2016-02-29,82591,"56055","MN","Mankato","Blue Earth","Lake Crystal",9697,156600,0.00967117988394584,0.01953125,0.0122818358112476,0.030281642380882,0.00135098047493076,"2016-02","2016-Q1",156600,0,"2016-02"
2016-02-29,99344,"97523","OR","Grants Pass","Josephine","Cave Junction",9698,152400,0.00660501981505945,0.0173564753004005,0.0770318021201413,0.0310398342907199,-0.0129969042210805,"2006-05","2006-Q2",176100,-0.13458262350937,"2005-06"
2016-02-29,71276,"30683","GA","Athens","Clarke","Winterville",9699,133500,0.00300525920360631,0.0159817351598174,0.0372960372960373,-0.000747384990722022,-0.00580292155454543,"2008-06","2008-Q2",143900,-0.0722724113968033,"2004-04"
2016-02-29,59199,"03782","NH","Claremont","Sullivan","Sunapee",9700,303900,0.00230870712401055,0.0086292731496847,-0.0206252014179826,0.00171992813994959,-0.0156433589765133,"2006-05","2006-Q2",359300,-0.154188700250487,"2004-07"
2016-02-29,58770,"02461","MA","Boston","Middlesex","Newton",9701,865700,0.0024316813339509,0.0107413893753649,0.102100572883514,0.0599021711484613,0.025073303244906,"2016-02","2016-Q1",865700,0,"2016-02"
2016-02-29,58408,"01529","MA","Worcester","Worcester","Millville",9702,253600,0.00915240748109829,0.0192926045016077,0.0557868442964196,0.00488140353094924,-0.0258716010077745,"2006-04","2006-Q2",331000,-0.233836858006042,"2002-11"
2016-02-29,67029,"21770","MD","Washington","Frederick","Monrovia",9703,353200,0.000850099178237461,0.00340909090909091,0.00971983990851915,0.011726534666938,-0.0253718108207578,"2006-01","2006-Q1",458500,-0.229661941112323,"2004-06"
2016-02-29,78203,"46616","IN","South Bend","Saint Joseph","South Bend",9704,58700,-0.0117845117845118,-0.00170068027210884,0.00859106529209622,0.0105471491288056,-0.0265185325008762,"2004-09","2004-Q3",78400,-0.251275510204082,"2001-05"
2016-02-29,71853,"32195","FL","Ocala","Marion","Weirsdale",9705,212100,0.000471698113207547,-0.0107276119402985,0.00236294896030246,0.0251810697710062,-0.0229024449726586,"2006-12","2006-Q4",280400,-0.24358059914408,"2005-06"
2016-02-29,74662,"38126","TN","Memphis","Shelby","Memphis",9706,38300,-0.0103359173126615,-0.0472636815920398,-0.0859188544152745,-0.0663996564965154,-0.0548116262448592,"2007-02","2007-Q1",68800,-0.443313953488372,
2016-02-29,74586,"38011","TN","Memphis","Tipton","Brighton",9707,135100,0.00520833333333333,0.0211640211640212,0.0408320493066256,0.0100676089084906,0.00455312884594195,"2016-02","2016-Q1",135100,0,"2016-02"
2016-02-29,74298,"37324","TN","Tullahoma","Franklin","Decherd",9708,105300,0.0076555023923445,0.0303326810176125,0.0456802383316783,0.0275963948793672,0.0202159536454123,"2016-02","2016-Q1",105300,0,"2016-02"
2016-02-29,100049,"99003","WA","Spokane","Spokane","Chattaroy",9709,268100,-0.000372856077554064,0.005249343832021,0.0685532084495815,0.0207800863429066,0.00798627193380508,"2008-02","2008-Q1",288200,-0.0697432338653713,"2006-08"
2016-02-29,64713,"16693","PA","Altoona","Blair","Woodbury Township",9710,120100,0.00250417362270451,0.0335628227194492,0.124531835205992,0.0713285766818637,0.0496176590183122,"2016-02","2016-Q1",120100,0,"2016-02"
2016-02-29,85144,"61760","IL","Peoria","Woodford","Minonk",9711,87100,0.00810185185185185,0.0235017626321974,0.00810185185185185,0.00993337602267608,0.0122700269557789,"2008-11","2008-Q4",94500,-0.0783068783068783,"2008-05"
2016-02-29,72066,"32565","FL","Pensacola","Santa Rosa","Jay",9712,113900,-0.00437062937062937,-0.0172562553925798,-0.0355630821337849,0.0199263343688927,-0.0151609055954042,"2006-02","2006-Q1",132700,-0.141672946495855,"2005-04"
2016-02-29,91052,"75709","TX","Tyler","Smith","Tyler",9713,127200,0.00632911392405063,0.00792393026941363,0.0644351464435146,,,"2011-09","2011-Q3",148700,-0.144586415601883,
2016-02-29,90894,"75424","TX","Dallas-Fort Worth","Collin","Blue Ridge",9714,165400,0.015970515970516,0.0448515476942514,0.143845089903181,0.0684244376629115,0.0270128772022147,"2016-02","2016-Q1",165400,0,"2016-02"
2016-02-29,60947,"08056","NJ","Philadelphia","Gloucester","East Greenwich Township",9715,340600,0.00412735849056604,0.0112826603325416,0.0384146341463415,0.0104801528006111,-0.00678607926435248,"2007-12","2007-Q4",377400,-0.0975092739798622,"2005-05"
2016-02-29,79439,"48866","MI","Lansing","Clinton","Ovid",9716,100500,0.00199401794616152,0.00199401794616152,-0.00593471810089021,-0.00701413494397884,-0.0217357714704511,"2004-07","2004-Q3",128700,-0.219114219114219,"1999-06"
2016-02-29,72296,"32908","FL","Melbourne","Brevard","Palm Bay",9717,142000,0.0150107219442459,0.049519586104952,0.1620294599018,0.119651746651296,-0.0374054787312197,"2006-05","2006-Q2",210600,-0.325735992402659,"2004-08"
2016-02-29,65411,"18255","PA","Allentown","Carbon","Weatherly",9718,110000,0.00640439158279963,0.0387157695939566,0.0486177311725453,-0.00430741071395346,-0.000814520953958398,"2007-11","2007-Q4",125200,-0.121405750798722,"2006-02"
2016-02-29,92906,"79329","TX","Lubbock","Lubbock","Idalou",9719,122900,0.00572831423895254,0.00408496732026144,0.110207768744354,0.0258052665311292,0.029605657250322,"2016-02","2016-Q1",122900,0,"2016-02"
2016-02-29,72081,"32580","FL","Crestview-Fort Walton Beach-Destin, FL","Okaloosa","Valparaiso",9720,155800,-0.00256081946222791,0,0.0826963168867269,0.034652276441014,-0.0334766870663811,"2006-01","2006-Q1",219800,-0.291173794358508,"2005-01"
2016-02-29,82161,"55308","MN","Minneapolis-St Paul","Sherburne","Becker",9721,204700,0.0063913470993117,0.0229885057471264,0.0406710726995424,0.0425511331250521,-0.0123559740947711,"2006-07","2006-Q3",234100,-0.125587355830842,"2004-03"
2016-02-29,59097,"03278","NH","Concord","Merrimack","Warner",9722,212800,0.00188323917137476,0.00614657210401891,0.0056710775047259,0.0221724844024884,-0.0108797551259272,"2006-04","2006-Q2",240400,-0.114808652246256,"2004-11"
2016-02-29,59987,"05735","VT","Rutland","Rutland","Castleton",9723,146500,0.00136705399863295,-0.00677966101694915,-0.0542285345384119,-0.0263195857027865,-0.0489524614917465,"2005-06","2005-Q2",244400,-0.400572831423895,
2016-02-29,63833,"15014","PA","Pittsburgh","Allegheny","Brackenridge",9724,64200,-0.0015552099533437,0.00943396226415094,0.00469483568075117,0.013623697910506,0.00712501798595344,"2015-04","2015-Q2",65100,-0.0138248847926267,"2015-03"
2016-02-29,63688,"14727","NY",,"Allegany","Town of Cuba",9725,73500,0.018005540166205,0.0515021459227468,0.0714285714285714,0.0214501485399896,0.0160193516332205,"2016-02","2016-Q1",73500,0,"2016-02"
